Business_ID,Business_Name,Financial_Health_Score,Risk_Category,Confidence,Recommended_Loan_Amount,Recommended_Tenure_Months,Recommended_Interest_Band,Approval_Decision,Scoring_Rationale
MSME001,Balaji Residency,100.0,Low,0.922,4932799.28,36,10.5% - 12.5%,Approve,Volatility 0.22 → +11.6 | Buffer 48.4d → +9.7 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.07 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME158,Royal Farm Supplies,95.22,Low,0.962,4283266.02,36,10.5% - 12.5%,Approve,Volatility 0.11 → +13.4 | Buffer 34.7d → +6.9 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME159,Annapurna Industries,64.17,Medium,0.956,2619927.02,48,13.0% - 15.5%,Conditional Approval,Volatility 0.13 → +13.1 | Buffer 9.1d → +1.8 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth -0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME160,Sri Cargo Movers,57.44,Medium,0.878,2150669.66,36,13.0% - 15.5%,Conditional Approval,Volatility 0.35 → +9.8 | Buffer 12.2d → +2.4 | ExpRatio 1.00 → -10.0 | EMI ratio 0.15 → -4.0 | Growth -0.12 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME161,Suresh Apparels,72.11,Medium,0.913,2069294.05,24,13.0% - 15.5%,Conditional Approval,Volatility 0.20 → +12.0 | Buffer 35.6d → +7.1 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.19 → -6.0 | GST reg 0.67 → +5.3 | Bounces 3 → -9.0 | MinBal → +3.0
MSME162,Ganesh Fashions,33.23,High,0.883,0.0,0,N/A,Reject,Volatility 0.30 → +10.5 | Buffer 7.4d → +1.5 | ExpRatio 0.99 → -10.0 | EMI ratio 0.19 → -8.0 | Growth -0.16 → -6.0 | GST reg 0.75 → +6.0 | Bounces 3 → -9.0 | MinBal → -6.0
MSME163,Ganesh Confectionery,90.34,Low,0.97,1846987.61,48,10.5% - 12.5%,Approve,Volatility 0.09 → +13.7 | Buffer 38.7d → +7.7 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME164,Iqbal Manufacturing,64.16,Medium,0.963,4644871.27,48,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.4 | Buffer 7.6d → +1.5 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME165,Balaji Garments,73.73,Medium,0.928,2456870.38,24,13.0% - 15.5%,Conditional Approval,Volatility 0.21 → +11.9 | Buffer 23.3d → +4.7 | ExpRatio 0.96 → -10.0 | EMI ratio 0.08 → +0.0 | Growth -0.07 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME166,Naveen Doodh Bhandar,77.52,Low,0.98,6588293.45,60,10.5% - 12.5%,Approve,Volatility 0.03 → +14.5 | Buffer 16.4d → +3.3 | ExpRatio 0.93 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME167,Ganesh Medicals,91.59,Low,0.98,4600687.39,36,10.5% - 12.5%,Approve,Volatility 0.02 → +14.7 | Buffer 28.5d → +5.7 | ExpRatio 0.90 → -2.0 | EMI ratio 0.09 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME168,Sri Tools,74.19,Medium,0.935,1515913.62,48,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.2 | Buffer 9.3d → +1.9 | ExpRatio 0.98 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.20 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME169,Dehradun Auto Garage,38.45,High,0.934,0.0,0,N/A,Reject,Volatility 0.13 → +13.1 | Buffer -7.4d → +-1.5 | ExpRatio 1.02 → -10.0 | EMI ratio 0.28 → -12.0 | Growth 0.11 → +5.0 | GST reg 0.58 → +4.7 | Bounces 2 → -6.0 | MinBal → -6.0
MSME170,Balaji Sanitary & Hardware,80.18,Low,0.95,5248492.0,36,10.5% - 12.5%,Approve,Volatility 0.14 → +12.9 | Buffer 16.0d → +3.2 | ExpRatio 0.98 → -10.0 | EMI ratio 0.10 → -4.0 | Growth 0.23 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME171,Om Sai Kirana,67.64,Medium,0.951,2582188.19,36,13.0% - 15.5%,Conditional Approval,Volatility 0.14 → +12.9 | Buffer 6.5d → +1.3 | ExpRatio 0.99 → -10.0 | EMI ratio 0.08 → +0.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME172,New Fabrics,96.62,Low,0.962,7408278.05,60,10.5% - 12.5%,Approve,Volatility 0.11 → +13.4 | Buffer 38.3d → +7.7 | ExpRatio 0.83 → +3.0 | EMI ratio 0.05 → +0.0 | Growth 0.06 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME173,Annapurna Home Appliances,59.15,Medium,0.904,4668520.66,24,13.0% - 15.5%,Conditional Approval,Volatility 0.28 → +10.9 | Buffer 14.4d → +2.9 | ExpRatio 0.96 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.17 → -6.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME174,Bharat Provisions,39.47,High,0.832,0.0,0,N/A,Reject,Volatility 0.45 → +8.3 | Buffer 1.5d → +0.3 | ExpRatio 1.04 → -10.0 | EMI ratio 0.15 → -4.0 | Growth -0.49 → -6.0 | GST reg 0.75 → +6.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME175,Royal Provisions,69.89,Medium,0.935,2497342.78,36,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.2 | Buffer 11.8d → +2.4 | ExpRatio 0.98 → -10.0 | EMI ratio 0.10 → +0.0 | Growth 0.17 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME176,Om Sai Auto Garage,80.23,Low,0.922,2264264.06,60,10.5% - 12.5%,Approve,Volatility 0.19 → +12.2 | Buffer 30.2d → +6.0 | ExpRatio 0.91 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.21 → -6.0 | GST reg 0.75 → +6.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME177,Ludhiana Medi Store,92.42,Low,0.922,3196319.88,60,10.5% - 12.5%,Approve,Volatility 0.20 → +12.0 | Buffer 45.4d → +9.1 | ExpRatio 0.83 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.37 → -6.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → +3.0
MSME178,Om Sai Provisions,88.74,Low,0.926,4242648.5,36,10.5% - 12.5%,Approve,Volatility 0.21 → +11.8 | Buffer 30.8d → +6.2 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME179,Sri Cafe,89.22,Low,0.98,1607627.47,36,10.5% - 12.5%,Approve,Volatility 0.05 → +14.3 | Buffer 28.4d → +5.7 | ExpRatio 0.95 → -10.0 | EMI ratio 0.00 → +2.0 | Growth 0.05 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME180,Shree Textiles,99.01,Low,0.916,2970780.9,48,10.5% - 12.5%,Approve,Volatility 0.23 → +11.6 | Buffer 63.1d → +12.0 | ExpRatio 0.83 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.07 → -3.0 | GST reg 0.92 → +7.3 | Bounces 0 → -0.0 | MinBal → +3.0
MSME181,Sri Kitchen,65.19,Medium,0.956,2379144.36,24,13.0% - 15.5%,Conditional Approval,Volatility 0.13 → +13.1 | Buffer -0.6d → +-0.1 | ExpRatio 1.04 → -10.0 | EMI ratio 0.17 → -4.0 | Growth 0.32 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME182,Balaji Carriers,29.88,High,0.918,0.0,0,N/A,Reject,Volatility 0.19 → +12.2 | Buffer -4.6d → +-0.9 | ExpRatio 1.04 → -10.0 | EMI ratio 0.26 → -12.0 | Growth -0.00 → +1.0 | GST reg 0.67 → +5.3 | Bounces 6 → -12.0 | MinBal → -6.0
MSME183,Royal Products,98.23,Low,0.972,10844529.24,36,10.5% - 12.5%,Approve,Volatility 0.08 → +13.8 | Buffer 46.0d → +9.2 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME184,Shree Kitchen,69.02,Medium,0.961,2606834.64,36,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.3 | Buffer 9.8d → +2.0 | ExpRatio 0.98 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME185,Annapurna Farm Supplies,71.03,Medium,0.955,2860921.09,24,13.0% - 15.5%,Conditional Approval,Volatility 0.13 → +13.1 | Buffer 9.5d → +1.9 | ExpRatio 0.98 → -10.0 | EMI ratio 0.11 → -4.0 | Growth 0.16 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME186,Balaji General Store,62.27,Medium,0.916,1699240.93,36,13.0% - 15.5%,Conditional Approval,Volatility 0.24 → +11.4 | Buffer 9.8d → +1.9 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME187,Royal Garments,39.43,High,0.879,0.0,0,N/A,Reject,Volatility 0.31 → +10.3 | Buffer 1.7d → +0.3 | ExpRatio 1.06 → -10.0 | EMI ratio 0.20 → -8.0 | Growth -0.12 → -3.0 | GST reg 0.75 → +6.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME188,Ganesh Provisions,63.29,Medium,0.923,1770280.18,36,13.0% - 15.5%,Conditional Approval,Volatility 0.22 → +11.7 | Buffer 14.2d → +2.8 | ExpRatio 0.97 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME189,Balaji Fabrics,66.02,Medium,0.933,2314347.87,36,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.1 | Buffer 18.8d → +3.8 | ExpRatio 0.95 → -10.0 | EMI ratio 0.12 → -4.0 | Growth -0.11 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME190,Om Sai Printers,79.53,Low,0.958,4342169.37,60,10.5% - 12.5%,Approve,Volatility 0.12 → +13.2 | Buffer 30.1d → +6.0 | ExpRatio 0.89 → -2.0 | EMI ratio 0.06 → +0.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME191,New Restaurant,39.79,High,0.919,0.0,0,N/A,Reject,Volatility 0.18 → +12.2 | Buffer -10.8d → +-2.2 | ExpRatio 1.05 → -10.0 | EMI ratio 0.30 → -12.0 | Growth 0.47 → +8.0 | GST reg 0.67 → +5.3 | Bounces 4 → -12.0 | MinBal → -6.0
MSME192,Krishna Provisions,86.27,Low,0.919,5352312.34,60,10.5% - 12.5%,Approve,Volatility 0.23 → +11.5 | Buffer 30.0d → +6.0 | ExpRatio 0.87 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.10 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME193,Bharat Furniture Works,53.59,High,0.912,628990.32,12,16.0% - 20.0%,Reject,Volatility 0.25 → +11.2 | Buffer -7.5d → +-1.5 | ExpRatio 1.08 → -10.0 | EMI ratio 0.23 → -8.0 | Growth 0.72 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME194,Om Sai Pharmacy,81.52,Low,0.98,2999713.57,48,10.5% - 12.5%,Approve,Volatility 0.02 → +14.6 | Buffer 18.3d → +3.7 | ExpRatio 0.94 → -10.0 | EMI ratio 0.08 → +0.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME195,Zaira Motors,90.76,Low,0.973,3691860.54,48,10.5% - 12.5%,Approve,Volatility 0.08 → +13.8 | Buffer 34.6d → +6.9 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME196,Annapurna Hotel,65.75,Medium,0.94,4938892.15,48,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.4 | Buffer 17.3d → +3.5 | ExpRatio 0.93 → -10.0 | EMI ratio 0.05 → +0.0 | Growth -0.10 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME197,Neha Medicals,97.6,Low,0.98,2343933.56,36,10.5% - 12.5%,Approve,Volatility 0.03 → +14.6 | Buffer 38.7d → +7.7 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME198,New Krishi Kendra,64.75,Medium,0.929,3995281.22,48,13.0% - 15.5%,Conditional Approval,Volatility 0.20 → +12.0 | Buffer 8.5d → +1.7 | ExpRatio 0.99 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.11 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME199,Krishna Bakers,59.04,Medium,0.913,1193118.57,36,13.0% - 15.5%,Conditional Approval,Volatility 0.25 → +11.3 | Buffer 4.0d → +0.8 | ExpRatio 1.00 → -10.0 | EMI ratio 0.11 → -4.0 | Growth 0.21 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME200,Deepak Cargo Movers,63.53,Medium,0.96,2730911.19,48,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.3 | Buffer 10.4d → +2.1 | ExpRatio 1.02 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME201,Royal Cafe,50.2,High,0.936,335633.82,24,16.0% - 20.0%,Reject,Volatility 0.12 → +13.1 | Buffer -5.1d → +-1.0 | ExpRatio 1.05 → -10.0 | EMI ratio 0.26 → -12.0 | Growth 0.09 → +5.0 | GST reg 0.58 → +4.7 | Bounces 0 → -0.0 | MinBal → -6.0
MSME202,Royal Mobiles,66.58,Medium,0.945,1817384.38,48,13.0% - 15.5%,Conditional Approval,Volatility 0.16 → +12.6 | Buffer 7.5d → +1.5 | ExpRatio 1.00 → -10.0 | EMI ratio 0.12 → -4.0 | Growth 0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME203,Balaji Medi Store,100.0,Low,0.97,4096828.38,60,10.5% - 12.5%,Approve,Volatility 0.09 → +13.7 | Buffer 43.9d → +8.8 | ExpRatio 0.81 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.24 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME204,Royal Builders,100.0,Low,0.946,6948117.17,60,10.5% - 12.5%,Approve,Volatility 0.15 → +12.7 | Buffer 43.6d → +8.7 | ExpRatio 0.91 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.26 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME205,Shree Sarees,48.37,High,0.897,1073571.12,18,16.0% - 20.0%,Reject,Volatility 0.27 → +10.9 | Buffer -17.8d → +-3.6 | ExpRatio 1.09 → -10.0 | EMI ratio 0.39 → -12.0 | Growth 0.27 → +8.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → -6.0
MSME206,Ganesh Textiles,100.0,Low,0.96,3782155.85,36,10.5% - 12.5%,Approve,Volatility 0.11 → +13.3 | Buffer 60.4d → +12.0 | ExpRatio 0.83 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.16 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME207,Krishna Residency,94.87,Low,0.943,7488798.29,48,10.5% - 12.5%,Approve,Volatility 0.16 → +12.6 | Buffer 35.1d → +7.0 | ExpRatio 0.84 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME208,Shree Farm Supplies,37.13,High,0.904,0.0,0,N/A,Reject,Volatility 0.20 → +12.0 | Buffer -4.5d → +-0.9 | ExpRatio 1.06 → -10.0 | EMI ratio 0.23 → -8.0 | Growth 0.01 → +1.0 | GST reg 0.50 → +4.0 | Bounces 3 → -9.0 | MinBal → -6.0
MSME209,Sri Mobile World,69.84,Medium,0.896,1155679.93,48,13.0% - 15.5%,Conditional Approval,Volatility 0.30 → +10.5 | Buffer 17.8d → +3.6 | ExpRatio 0.96 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME210,Star Auto Garage,71.55,Medium,0.962,1712346.61,36,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.4 | Buffer 10.5d → +2.1 | ExpRatio 0.98 → -10.0 | EMI ratio 0.08 → +0.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME211,Annapurna Manufacturing,57.58,Medium,0.951,5236605.31,36,13.0% - 15.5%,Conditional Approval,Volatility 0.14 → +12.9 | Buffer -3.3d → +-0.7 | ExpRatio 1.04 → -10.0 | EMI ratio 0.23 → -8.0 | Growth 0.06 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME212,Krishna Coffee House,64.06,Medium,0.974,1591403.33,48,13.0% - 15.5%,Conditional Approval,Volatility 0.07 → +13.9 | Buffer 13.7d → +2.7 | ExpRatio 0.96 → -10.0 | EMI ratio 0.07 → +0.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME213,Sri Family Dhaba,91.18,Low,0.968,4785379.8,48,10.5% - 12.5%,Approve,Volatility 0.09 → +13.6 | Buffer 37.0d → +7.4 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME214,Balaji Wood Craft,68.4,Medium,0.936,7442962.66,36,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.3 | Buffer 4.3d → +0.9 | ExpRatio 0.99 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.29 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME215,New Constructions,43.11,High,0.884,2037945.27,18,16.0% - 20.0%,Reject,Volatility 0.31 → +10.4 | Buffer -6.1d → +-1.2 | ExpRatio 1.06 → -10.0 | EMI ratio 0.31 → -12.0 | Growth 0.28 → +8.0 | GST reg 0.83 → +6.7 | Bounces 2 → -6.0 | MinBal → -6.0
MSME216,Om Sai Mobile World,44.54,High,0.888,785343.51,24,16.0% - 20.0%,Reject,Volatility 0.25 → +11.3 | Buffer -0.8d → +-0.2 | ExpRatio 1.03 → -10.0 | EMI ratio 0.16 → -4.0 | Growth 0.06 → +5.0 | GST reg 0.50 → +4.0 | Bounces 4 → -12.0 | MinBal → -6.0
MSME217,Shree Hardware,78.55,Low,0.953,5359454.32,48,10.5% - 12.5%,Approve,Volatility 0.13 → +13.0 | Buffer 17.4d → +3.5 | ExpRatio 0.94 → -10.0 | EMI ratio 0.06 → +0.0 | Growth 0.11 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME218,Annapurna Medicals,60.41,Medium,0.965,2458482.9,48,13.0% - 15.5%,Conditional Approval,Volatility 0.10 → +13.5 | Buffer -4.1d → +-0.8 | ExpRatio 1.04 → -10.0 | EMI ratio 0.17 → -4.0 | Growth 0.26 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME219,Sri General Store,42.83,High,0.928,654176.42,12,16.0% - 20.0%,Reject,Volatility 0.18 → +12.3 | Buffer -5.5d → +-1.1 | ExpRatio 1.06 → -10.0 | EMI ratio 0.23 → -8.0 | Growth 0.01 → +1.0 | GST reg 0.83 → +6.7 | Bounces 2 → -6.0 | MinBal → -6.0
MSME220,Ritu Restaurant,93.08,Low,0.969,5797626.12,36,10.5% - 12.5%,Approve,Volatility 0.09 → +13.7 | Buffer 41.1d → +8.2 | ExpRatio 0.84 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.12 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME221,New Kitchen,68.11,Medium,0.975,3632521.99,24,13.0% - 15.5%,Conditional Approval,Volatility 0.07 → +13.9 | Buffer 12.7d → +2.5 | ExpRatio 0.96 → -10.0 | EMI ratio 0.05 → +0.0 | Growth 0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME222,Bhubaneswar Mobile World,70.61,Medium,0.939,2810090.33,36,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.4 | Buffer 19.5d → +3.9 | ExpRatio 0.93 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME223,Sri Home Appliances,84.91,Low,0.915,7253364.72,48,10.5% - 12.5%,Approve,Volatility 0.24 → +11.3 | Buffer 26.1d → +5.2 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME224,Om Sai Kitchen,42.4,High,0.944,901481.61,24,16.0% - 20.0%,Reject,Volatility 0.09 → +13.7 | Buffer -2.4d → +-0.5 | ExpRatio 1.04 → -10.0 | EMI ratio 0.17 → -4.0 | Growth 0.08 → +5.0 | GST reg 0.50 → +4.0 | Bounces 4 → -12.0 | MinBal → -6.0
MSME225,Warangal Textiles,74.04,Medium,0.945,1951430.93,48,13.0% - 15.5%,Conditional Approval,Volatility 0.16 → +12.6 | Buffer 11.1d → +2.2 | ExpRatio 0.99 → -10.0 | EMI ratio 0.15 → -4.0 | Growth 0.29 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME226,New Doodh Bhandar,63.67,Medium,0.958,3888853.57,48,13.0% - 15.5%,Conditional Approval,Volatility 0.12 → +13.2 | Buffer -1.4d → +-0.3 | ExpRatio 1.02 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.26 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME227,Balaji Home Appliances,87.1,Low,0.914,7021980.05,60,10.5% - 12.5%,Approve,Volatility 0.25 → +11.3 | Buffer 22.2d → +4.4 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME228,Om Sai Motors,70.75,Medium,0.944,1208153.84,48,13.0% - 15.5%,Conditional Approval,Volatility 0.16 → +12.6 | Buffer 7.7d → +1.5 | ExpRatio 0.98 → -10.0 | EMI ratio 0.08 → +0.0 | Growth 0.19 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME229,Krishna Telecom,71.62,Medium,0.937,2930142.6,36,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.3 | Buffer 15.0d → +3.0 | ExpRatio 0.94 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME230,Royal Infra,84.71,Low,0.923,9415564.69,36,10.5% - 12.5%,Approve,Volatility 0.22 → +11.7 | Buffer 34.9d → +7.0 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME231,Vikram Krishi Kendra,60.04,Medium,0.934,2767304.9,36,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.2 | Buffer -0.8d → +-0.2 | ExpRatio 1.01 → -10.0 | EMI ratio 0.19 → -8.0 | Growth 0.38 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME232,Shree Products,73.23,Medium,0.939,4018696.35,36,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.4 | Buffer 7.6d → +1.5 | ExpRatio 0.99 → -10.0 | EMI ratio 0.17 → -4.0 | Growth 0.42 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME233,New Garments,60.88,Medium,0.904,1757006.07,24,13.0% - 15.5%,Conditional Approval,Volatility 0.27 → +10.9 | Buffer 10.9d → +2.2 | ExpRatio 0.99 → -10.0 | EMI ratio 0.16 → -4.0 | Growth -0.10 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME234,Shree Medi Plus,73.06,Medium,0.98,1541705.63,36,13.0% - 15.5%,Conditional Approval,Volatility 0.05 → +14.3 | Buffer 13.1d → +2.6 | ExpRatio 0.98 → -10.0 | EMI ratio 0.10 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME235,Royal Confectionery,57.45,Medium,0.905,598606.68,36,13.0% - 15.5%,Conditional Approval,Volatility 0.27 → +10.9 | Buffer 10.0d → +2.0 | ExpRatio 1.01 → -10.0 | EMI ratio 0.16 → -4.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME236,Kolkata Doodh Bhandar,75.4,Low,0.98,3604686.11,48,10.5% - 12.5%,Approve,Volatility 0.03 → +14.6 | Buffer 25.6d → +5.1 | ExpRatio 0.92 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
